"Game String","Moves Until Error","Error Type","First Illegal Move","Predicted Tokens"
"Ph2h4- Ng8f6- Ng1f3- Pg7g6- Bf1c4- Pc7c6- Qd1a4- Pe7e6- Pd2d3- Pd7d5- Nb1c3- Bf8g7- Pe2e3- Ke8g8- Ke1g1- Bc8d7- Nf3e1- Pe6e5- Pf2f4- Bd7d6- Ne1f3- Pe5f4x Pe3f4x Pe5f4x Pe3f4x Rf8e8- Pg2g3- Nf6g4- Pg3g4x Ng4f2- Q 1/2-1/2f2x Nb8d7- Qf2g2- Pf7f5- Nf3e5- Pd6e5x Qg2f2- Nd7e5x Nc3e2- Bg7f6- Bc1d2- Bf6g7- Bd2c1- Ne5g6- Rf1e1- Bg7f6- Bc1g5- Bf6g5x Ph4g5x Ng6f4x Kg1g2- Nf4e2$ Kg2f1- Re8e1$ Kf1e2x Ne2f4+ Ke2e1x Ra8e8+ Ke1g2- Bg5f6- Nb1d2- Bf6b2x Kg2g1- Re8e2+ Kg1g2- Re2c2x Kg2g3- Rc2a2x Ra1a2x Ra2b2x Pd3d4- Kg8f7- Pd4d5x Pc6d5x Re1b1- Pb7b6- Ph2h3- Pb6b5- Pa4a5- Pa5a4-","4","path obstruction","Ph2h4- Ng8f6- Ng1f3- Pg7g6- Bf1c4-","75 6 64 66 76 5 62 52 76 5 55 49 76 6 61 60 76 4 47 26 76 6 29 28 76 2 31 10 76 6 45 44 76 6 32 33 76 6 37 35 76 5 15 25 76 4 54 61 76 6 40 41 76 1 46 62 76 1 39 55 76 4 30 37 76 5 49 39 76 6 44 43 76 6 48 50 76 4 37 36 76 5 39 49 76 6 43 50 81 6 41 50 81 6 43 50 81 6 41 50 81 3 54 46 76 6 56 57 76 5 52 58 76 6 57 58 81 5 58 48 76 2 73 48 81 5 22 37 76 2 48 56 76 6 53 51 76 5 49 43 76 6 36 43 81 2 56 48 76 5 37 43 81 5 25 40 76 4 61 52 76 4 23 32 76 4 52 61 76 4 32 23 76 5 43 60 76 3 47 39 76 4 61 52 76 4 23 59 76 4 52 59 81 6 66 59 81 5 60 50 81 1 55 56 76 5 50 40 79 1 56 47 76 3 46 39 79 1 47 40 81 5 40 50 77 1 40 39 81 3 14 46 77 1 39 56 76 4 59 52 76 5 15 32 76 4 52 16 81 1 56 55 76 3 46 40 77 1 55 56 76 3 40 24 81 1 56 57 76 3 24 8 81 3 7 8 81 3 8 16 81 6 33 34 76 1 62 53 76 6 34 35 81 6 28 35 81 3 39 15 76 6 21 20 76 6 64 65 76 6 20 19 76 6 10 11 76 6 11 10 76"
"Pb2b4- Pb7b6- Pc2c3- Nb8c6- Qd1a4- Pa7a6- Qa4c6x Bc8b7- Qc6b7x Ra8b8- Qb7a7- Nc6b8- Qa7b7- Rb8a7- Qb7b5- Qd8b8- Qb5b8x Qb8c8- Qb8a8- Ra7a8x Qa8c8- Qc8a8- Qc8a8- Qa8c8- Qa8c8- Qc8a8- Qc8a8- Qa8c8- Qa8b8- Nb8c7- Qb8a7- Qc8c7- Qa7b8- Qc7b8- Qb8c8- Nc7c8- Qc8d7- Nc8d7x Ng1f3- Ke8e7- Pg2g3- Pg7g5- Ph2h4- Ph7h6- Pf2f4- Pe7e5- Pf4g5x Ng8h6- Nh6f7$ Ke7f7x Pg5h6x Pe5e4- Pd2d3- Pe4d3x Pe2d3x Qd7d6- Ph4h5- Qd6e6- Qd7e7+ Nd7e7x Bf1e2- Qe7e8- Qe7e6$ Kf7g8- Nb1d2- Nd2f1- Nf3e1- Nf1e3- Ne1f3- Ne3f1- Nf3g1- Qf1f2+ Ke1d1- Qf2e3- Ng1g2- Qe3g3x Be2d3x Qg3c3x Bc1e3- Qc3c2+","11","path obstruction","Pb2b4- Pb7b6- Pc2c3- Nb8c6- Qd1a4- Pa7a6- Qa4c6x Bc8b7- Qc6b7x Ra8b8- Qb7a7- Nc6b8-","75 6 16 18 76 6 21 20 76 6 24 25 76 5 22 28 76 2 31 10 76 6 13 12 76 2 10 28 81 4 30 21 76 2 28 21 81 3 14 22 76 2 21 13 76 5 28 22 76 2 13 21 76 3 22 13 76 2 21 19 76 2 38 22 76 2 19 22 81 2 22 30 76 2 22 14 76 3 13 14 81 2 14 30 76 2 30 14 76 2 30 14 76 2 14 30 76 2 14 30 76 2 30 14 76 2 30 14 76 2 14 30 76 2 14 22 76 5 22 29 76 2 22 13 76 2 30 29 76 2 13 22 76 2 29 22 76 2 22 30 76 5 29 30 76 2 30 37 76 5 30 37 81 5 55 49 76 1 46 45 76 6 56 57 76 6 61 59 76 6 64 66 76 6 69 68 76 6 48 50 76 6 45 43 76 6 50 59 81 5 62 68 76 5 68 53 79 1 45 53 81 6 59 68 81 6 43 42 76 6 32 33 76 6 42 33 81 6 40 33 81 2 37 36 76 6 66 67 76 2 36 44 76 2 37 45 77 5 37 45 81 4 47 40 76 2 45 46 76 2 45 44 79 1 53 62 76 5 15 32 76 5 32 47 76 5 49 39 76 5 47 41 76 5 39 49 76 5 41 47 76 5 49 55 76 2 47 48 77 1 39 31 76 2 48 41 76 5 55 56 76 2 41 57 81 4 40 33 81 2 57 25 81 4 23 41 76 2 25 24 77"
"Pf2f3- Pe7e5- Pc2c3- Pd7d5- Pe2e4- Pd5d4- Pc3d4x Pe5e4x Pd2d3- Qd8e7+ Bc1d2- Bc8g4- Bf1e2- Pe4d3x Ng1f3- Bg4f3x Be2f3x Pg7g6- Nb1c3- Nb8c6- Ke1g1- Bf8b4- Pa2a3- Pa7a5- Nc3e4- Nc6a5- Ne4d6+ Ke8d7- Pa3b4x Bb4d6x Bf3b7$ Kd7d6x Rf1e1- Qe7b7x Nd6c4+ Kd6e6- Nc4d2- Qb7c6- Pd3d4- Qc6b5+ Kg1f1- Ra8a7- Pb2b4- Qb5a4+ Kf1g1- Qa4c6+ Kg1f1- Qc6c2+ Kf1e1- Qc2d2$ Qd1d2x Ng8f6- Qd2e2+ Ke6f5- Re1e2- Nf6e4- Ph2h3- Qc6c3+ Nc3e4x Pf5e4x Be2d3- Pg6g5- Ra1b1- Ne4g3+ Rb1e1- Ng3e2x Re1e2$ Kf5e5- Re2f2- Ke5f6- Pa3a4- Kf6g5- Pa4a5x Kg5f4- Rf2f3+ Kf4f3x Rb1b7+ Kf3f4- Rb7b5- Ph7h5-","7","path obstruction","Pf2f3- Pe7e5- Pc2c3- Pd7d5- Pe2e4- Pd5d4- Pc3d4x Pe5e4x","75 6 48 49 76 6 45 43 76 6 24 25 76 6 37 35 76 6 40 42 76 6 35 34 76 6 25 34 81 6 43 42 81 6 32 33 76 2 38 45 77 4 23 32 76 4 30 58 76 4 47 40 76 6 42 33 81 5 55 49 76 4 58 49 81 4 40 49 81 6 61 60 76 5 15 25 76 5 22 28 76 1 39 55 76 4 54 18 76 6 8 9 76 6 13 11 76 5 25 42 76 5 28 11 76 5 42 36 77 1 46 37 76 6 9 18 81 4 18 36 81 4 49 21 79 1 37 36 81 3 47 39 76 2 45 21 81 5 36 26 77 1 36 44 76 5 26 32 76 2 21 28 76 6 33 34 76 2 28 19 77 1 55 47 76 3 14 13 76 6 16 18 76 2 19 10 77 1 47 55 76 2 10 28 77 1 55 47 76 2 28 24 77 1 47 39 76 2 24 32 79 2 31 32 81 5 62 52 76 2 32 40 77 1 44 51 76 3 39 40 76 5 52 42 76 6 64 65 76 2 28 25 77 5 25 42 81 6 51 42 81 4 40 33 76 6 60 59 76 3 7 15 76 5 42 57 77 3 15 39 76 5 57 40 81 3 39 40 79 1 51 43 76 3 40 48 76 1 43 52 76 6 9 10 76 1 52 59 76 6 10 11 81 1 59 50 76 3 48 49 77 1 50 49 81 3 15 21 77 1 49 50 76 3 21 19 76 6 69 67 76"
"Pf2f4- Pb7b5x Rf4e4- Rh6f6- Re4d4- Rf6g6- Rd4d5- Rg6c7x Rd5c5- Rc7c5x Rc5c5x Re3e5- Ph2h4- Re5e2$ Ke1e2x Ph7h5- Ke2e3- Ph5h4x Pg2g3- Ph4g3x Rc5d5- Pg3g2- Pd2d4- Pa7a5- Rd5e5- Pa5a4- Re5c5- Ra8a4- Rc5h5- Ra4b4- Rh5e5- Rb4a4- Re5e3- Rg2g6- Pf2f3- Rg6f6- Re3g3- Rf6f3x Rg3f3x Pa4a3- Rf3f2- Ra3a2x Ke3d4- Ra2c2x Rf2f3- Rc2b2x Kf3e3- Rb2b1- Re3d3- Rb1a1- Rd3d1- Ra1a3- Rd1d5- Ra3a2- Rd5e4+ Ke8d8- Re4e5+ Kd8e8- Re5e6- Ra2b2- Re4d4- Rb2b1- Rd4a4x Rb1d1+ Ke3f3- Rd1f1$ Kf3e2- Rf1g1x Bc1a3x Rg1h1x Ba3e7x Bf8e7x Ke2e3- Rh1b1- Ke3e4- Rb1f1+ Ke4f3- Rf1f4- Kf3g3- Rf4f6-","1","piece logic","Pf2f4- Pb7b5x","75 6 48 50 76 6 21 19 81 3 50 42 76 3 68 52 76 3 42 34 76 3 52 60 76 3 34 35 76 3 60 29 81 3 35 27 76 3 29 27 81 3 27 27 81 3 41 43 76 6 64 66 76 3 43 40 79 1 39 40 81 6 69 67 76 1 40 41 76 6 67 66 81 6 56 57 76 6 66 57 81 3 27 35 76 6 57 56 76 6 32 34 76 6 13 11 76 3 35 43 76 6 11 10 76 3 43 27 76 3 14 10 76 3 27 67 76 3 10 18 76 3 67 43 76 3 18 10 76 3 43 41 76 3 56 60 76 6 48 49 76 3 60 52 76 3 41 57 76 3 52 49 81 3 57 49 81 6 10 9 76 3 49 48 76 3 9 8 81 1 41 34 76 3 8 24 81 3 48 49 76 3 24 16 81 1 49 41 76 3 16 15 76 3 41 33 76 3 15 7 76 3 33 31 76 3 7 9 76 3 31 35 76 3 9 8 76 3 35 42 77 1 46 38 76 3 42 43 77 1 38 46 76 3 43 44 76 3 8 16 76 3 42 34 76 3 16 15 76 3 34 10 81 3 15 31 77 1 41 49 76 3 31 47 79 1 49 40 76 3 47 55 81 4 23 9 81 3 55 63 81 4 9 45 81 4 54 45 81 1 40 41 76 3 63 15 76 1 41 42 76 3 15 47 77 1 42 49 76 3 47 50 76 1 49 57 76 3 50 52 76"
"Pc2c4- Pe7e6- Ph2h3- Pd7d5- Nb1c3- Nb8c6- Pe2e4- Nc6a5- Bc1a3- Ng8f6- Pd2d3- Pd5d4- Pc3c4- Bc8d7- Pe4e5- Nf6g8- Ba3f8x Ra8f8x Ng1f3- Ke8f8x Pg2g4- Bd7g4x Ph3g4x Pb7b6- Bf1e2- Rf8e8+ Ke1f1- Pf7f5- Pg4f5x Pe6f5x Pe5e6- Pg7g6- Nf3g5- Bg6f7- Ng5e6+ Kf8d6- Kf1g1- Bf7e8- Ra1e1- Be8e6x Be2f3- Be6d5- Bf3d5x Qd8f6- Pc4c5- Qf6d8- Re1f1- Qd8h4+ Kg1f1- Qh4f6- Rf1e1- Qf6f2$ Re1f1- Qf2f1+ Kf1g1- Qf1c4- Qd1f1- Qc4f1x Qf1g2- Qf1g2$ Kg1g2x Qg2h3+ Kg2f1- Qh3g4$ Kf1e2- Qg4h3+ Ke2f3- Re8e4+ Kf3e3- Qh3h2+ Ke3e4x Pf5f4- Pb2b3- Re4e5- Rf1h1- Pf4f3- Rh1d1- Qh2f2+ Ke4e5x Qf2d2+","8","path obstruction","Pc2c4- Pe7e6- Ph2h3- Pd7d5- Nb1c3- Nb8c6- Pe2e4- Nc6a5- Bc1a3-","75 6 24 26 76 6 45 44 76 6 64 65 76 6 37 35 76 5 15 25 76 5 22 28 76 6 40 42 76 5 28 11 76 4 23 9 76 5 62 52 76 6 32 33 76 6 35 34 76 6 25 26 76 4 30 37 76 6 42 43 76 5 52 62 76 4 9 54 81 3 14 54 81 5 55 49 76 1 46 54 81 6 56 58 76 4 37 58 81 6 65 58 81 6 21 20 76 4 47 40 76 3 54 46 77 1 39 47 76 6 53 51 76 6 58 51 81 6 44 51 81 6 43 44 76 6 61 60 76 5 49 59 76 4 60 53 76 5 59 44 77 1 54 36 76 1 47 55 76 4 53 46 76 3 7 39 76 4 46 44 81 4 40 49 76 4 44 35 76 4 49 35 81 2 38 52 76 6 26 27 76 2 52 38 76 3 39 47 76 2 38 66 77 1 55 47 76 2 66 52 76 3 47 39 76 2 52 48 79 3 39 47 76 2 48 47 77 1 47 55 76 2 47 26 76 2 31 47 76 2 26 47 81 2 47 56 76 2 47 56 79 1 55 56 81 2 56 65 77 1 56 47 76 2 65 58 79 1 47 40 76 2 58 65 77 1 40 49 76 3 46 42 77 1 49 41 76 2 65 64 77 1 41 42 81 6 51 50 76 6 16 17 76 3 42 43 76 3 47 63 76 6 50 49 76 3 63 31 76 2 64 48 77 1 42 43 81 2 48 32 77"
"Pg2g4- Pe7e6- Ph2h4- Pc7c6- Pa2a3- Ph7h6- Pb2b4- Pd7d6- Ng1f3- Ng8f6- Nb1c3- Nb8d7- Pd2d3- Pe6e5- Pe2e4- Pg7g6- Ph4h5- Bf8e7- Pg4g5- Be7g5x Ph5g6x Pf7g6x Pd3d4- Qd8e7- Pd4e5x Nd7e5x Nf3e5x Nf6e4x Pf2f3- Ne4b6- Bc1b2- Nb6c4- Pf3f4- Nc4b2x Rh1g1- Nb2a4- Qd1a4x Ra8b8- Pc2c4- Rb8b4x Qa4c2- Rb4b1- Qc2d2- Bc8d7- Ne5d7x Rb1b2x Qd2c1- Rb2c2x Ke1e2- Ke8d7x Bf1g2- Na4c3$ Ke2d2- Rc2b2+ Kd2c3x Qe7c5- Kc3c2- Qc5a3x Pc4c5- Pd6c5$ Kc2b2- Pb7b6- Pf4f5- Pg6g5x Pf5f6- Kd7e6- Ra1c1- Pg5g4- Kb2c2- Pg4g3- Kc2b3- Pg3g2x Kb3c4- Rb2b1+ Kc4c5- Rb1c1x Kc5d6- Bd7b5- Kd6d5- Bb5d3-","19","path obstruction","Pg2g4- Pe7e6- Ph2h4- Pc7c6- Pa2a3- Ph7h6- Pb2b4- Pd7d6- Ng1f3- Ng8f6- Nb1c3- Nb8d7- Pd2d3- Pe6e5- Pe2e4- Pg7g6- Ph4h5- Bf8e7- Pg4g5- Be7g5x","75 6 56 58 76 6 45 44 76 6 64 66 76 6 29 28 76 6 8 9 76 6 69 68 76 6 16 18 76 6 37 36 76 5 55 49 76 5 62 52 76 5 15 25 76 5 22 37 76 6 32 33 76 6 44 43 76 6 40 42 76 6 61 60 76 6 66 67 76 4 54 45 76 6 58 59 76 4 45 59 81 6 67 60 81 6 53 60 81 6 33 34 76 2 38 45 76 6 34 43 81 5 37 43 81 5 49 43 81 5 52 42 81 6 48 49 76 5 42 20 76 4 23 16 76 5 20 26 76 6 49 50 76 5 26 16 81 3 63 55 76 5 16 10 76 2 31 10 81 3 14 22 76 6 24 26 76 3 22 18 81 2 10 24 76 3 18 15 76 2 24 32 76 4 30 37 76 5 43 37 81 3 15 16 81 2 32 23 76 3 16 24 81 1 39 40 76 1 46 37 81 4 47 56 76 5 10 25 79 1 40 32 76 3 24 16 77 1 32 25 81 2 45 27 76 1 25 24 76 2 27 9 81 6 26 27 76 6 36 27 79 1 24 16 76 6 21 20 76 6 50 51 76 6 60 59 81 6 51 52 76 1 37 44 76 3 7 23 76 6 59 58 76 1 16 24 76 6 58 57 76 1 24 17 76 6 57 56 81 1 17 26 76 3 16 15 77 1 26 27 76 3 15 23 81 1 27 36 76 4 37 19 76 1 36 35 76 4 19 33 76"
"Ph2h3- Ph7h5- Pg2g3- Rh8h6- Pf2f4- Rh6g6- Rh1g1- Rg6f6- Rg1f1- Rf6e6- Pe2e3- Re6f6- Pb2b3- Rf6f4x Pg3f4x Rf6f4x Pd2d3- Rf4f5- Pc2c4- Rf5f4- Pe3e4- Rf4e4x Nb1c3- Re4h4- Bc1f4- Rh4h5- Rf1f2- Rh5h2- Rf2f1- Rh2h1+ Ke1e2- Rh1f1$ Ke2f1x Rf1f3+ Kf1e2- Rf3f4+ Ke2f1- Ng8f6- Kf1e2- Pd7d5- Ke2e1- Rf4f3- Bf4h2- Rf3f4- Bh2e5- Pd5c4x Pd3c4x Rf4f3- Pb3c4x Nf6e4- Pc4c5- Rf4e5$ Ke1f1- Re5c5x Kf1e1- Rc5c4- Ke1d2- Pe7e6- Kd2d1- Pb7b6- Kd1e1- Pc7c5- Ke1f2- Pc5c4- Kf2e1- Pb6b5- Ke1f2- Pb5b4- Kf2g3- Pb4b3- Kg3h4- Pb3b2- Kh4g5- Qb2b1- Kg5h4- Qb1a1- Kh4h3- Qa1e5- Kh3g3- Qb1a2x","6","path obstruction","Ph2h3- Ph7h5- Pg2g3- Rh8h6- Pf2f4- Rh6g6- Rh1g1-","75 6 64 65 76 6 69 67 76 6 56 57 76 3 70 68 76 6 48 50 76 3 68 60 76 3 63 55 76 3 60 52 76 3 55 47 76 3 52 44 76 6 40 41 76 3 44 52 76 6 16 17 76 3 52 50 81 6 57 50 81 3 52 50 81 6 32 33 76 3 50 51 76 6 24 26 76 3 51 50 76 6 41 42 76 3 50 42 81 5 15 25 76 3 42 66 76 4 23 50 76 3 66 67 76 3 47 48 76 3 67 64 76 3 48 47 76 3 64 63 77 1 39 40 76 3 63 47 79 1 40 47 81 3 47 49 77 1 47 40 76 3 49 50 77 1 40 47 76 5 62 52 76 1 47 40 76 6 37 35 76 1 40 39 76 3 50 49 76 4 50 64 76 3 49 50 76 4 64 43 76 6 35 26 81 6 33 26 81 3 50 49 76 6 17 26 81 5 52 42 76 6 26 27 76 3 50 43 79 1 39 47 76 3 43 27 81 1 47 39 76 3 27 26 76 1 39 32 76 6 45 44 76 1 32 31 76 6 21 20 76 1 31 39 76 6 29 27 76 1 39 48 76 6 27 26 76 1 48 39 76 6 20 19 76 1 39 48 76 6 19 18 76 1 48 57 76 6 18 17 76 1 57 66 76 6 17 16 76 1 66 59 76 2 16 15 76 1 59 66 76 2 15 7 76 1 66 65 76 2 7 43 76 1 65 57 76 2 15 8 81"
"Ph2h3- Pd7d5- Ph3h4- Pd5d4- Ph4h5- Ph7h6- Ph5h6x Pg7h6x Rh1h6x Pe7e5- Nb1c3- Nb8c6- Nc3b5- Pa7a6- Nb5c7$ Ke8e7- Nc7a8x Qd8a8x Pd2d3- Bc8e6- Pe2e4- Pd5e4x Pd3e4x Pd4d3- Pc2d3x Pf7f5- Pb2b4- Pf5e4x Bc1b2- Pe4d3x Bb2e5$ Be6d8- Be5g3- Bd8f6- Bg3h4- Pd3d2+ Ke1d2x Rh8g8x Pg2g4- Pg6g5- Kd2e1- Pe7e5- Ng1f3- Pe5e4- Nf3d2- Ph6h5- Nd2e4x Pf6f5- Ne4g5x Bf8e7- Ng5e6+ Ke7e6x Ra1f1- Ke6f6- Rf1f5x Kf6e5- Rf5c5+ Ke5e6- Rc5e5+ Ke6d7- Re5e7+ Kd7c7- Re7f7- Bd3e2- Rf7b7x Rg8g2+ Ke1e2x Be2g4x Ke2e3- Bg4d1- Rb7e7+ Kc7d6- Re7e4+ Kd6c5- Re4e5+ Kc5b6- Re5f5- Bd1f3x Pf2f3x Rg2d2-","6","path obstruction","Ph2h3- Pd7d5- Ph3h4- Pd5d4- Ph4h5- Ph7h6- Ph5h6x","75 6 64 65 76 6 37 35 76 6 65 66 76 6 35 34 76 6 66 67 76 6 69 68 76 6 67 68 81 6 61 68 81 3 63 68 81 6 45 43 76 5 15 25 76 5 22 28 76 5 25 19 76 6 13 12 76 5 19 29 79 1 46 45 76 5 29 14 81 2 38 14 81 6 32 33 76 4 30 44 76 6 40 42 76 6 35 42 81 6 33 42 81 6 34 33 76 6 24 33 81 6 53 51 76 6 16 18 76 6 51 42 81 4 23 16 76 6 42 33 81 4 16 43 79 4 44 38 76 4 43 57 76 4 38 52 76 4 57 66 76 6 33 32 77 1 39 32 81 3 70 62 81 6 56 58 76 6 60 59 76 1 32 39 76 6 45 43 76 5 55 49 76 6 43 42 76 5 49 32 76 6 68 67 76 5 32 42 81 6 52 51 76 5 42 59 81 4 54 45 76 5 59 44 77 1 45 44 81 3 7 47 76 1 44 52 76 3 47 51 81 1 52 43 76 3 51 27 77 1 43 44 76 3 27 43 77 1 44 37 76 3 43 45 77 1 37 29 76 3 45 53 76 4 33 40 76 3 53 21 81 3 62 56 77 1 39 40 81 4 40 58 81 1 40 41 76 4 58 31 76 3 21 45 77 1 29 36 76 3 45 42 77 1 36 27 76 3 42 43 77 1 27 20 76 3 43 51 76 4 31 49 81 6 48 49 81 3 56 32 76"
"Pa2a3- Pe7e5- Pd2d4- Qd8f6- Pd4e5- Ng8e7- Pg2g3- Pc7c6- Bf1g2- Pd7d6- Qd1d3- Pd6e5x Pe5f6x Ne7g6- Bg2c6$ Bc8e6- Bc6a8x Pb7c6- Ba8c6$ Ke8d7- Bc6d5- Kd7c7- Bd5b7+ Kc7b7x Nb1c3- Nb8a6- Nc3a6x Rh8h6- Na6c5+ Pd6c5x Pd4c5x Qf6d6- Nc5a6+ Kb7c6- Pc2c4- Pf7f6x Pf2f3- Qd6d1+ Kc6c7+ Kc6c7x Rh1d1$ Kc7d8- Rd1d6- Rh6d6x Ra1d1+ Kd8c8- Rd1d6- Rd6d8- Rd6e6$ Kc8c7- Pf3f4- Rd8d1+ Kc7b8- Rd1d6- Re6f6x Rd6f6x Rf6f7- Rd1f1+ Kb8a7x Pg7g5- Rf7h7x Rf1f7x Ka7a8- Rf7h7x Ka8a7- Rh7h7- Ka7b6- Rh7h5- Kb6b5- Rh5f7- Pe2e4- Rf7e7- Pe4e5- Re7e6- Pe5e6x Pg5g4- Pe6e7x Re6e7$ Kb5b4- Re7f7-","4","piece logic","Pa2a3- Pe7e5- Pd2d4- Qd8f6- Pd4e5-","75 6 8 9 76 6 45 43 76 6 32 34 76 2 38 52 76 6 34 43 76 5 62 45 76 6 56 57 76 6 29 28 76 4 47 56 76 6 37 36 76 2 31 33 76 6 36 43 81 6 43 52 81 5 45 60 76 4 56 28 79 4 30 44 76 4 28 14 81 6 21 28 76 4 14 28 79 1 46 37 76 4 28 35 76 1 37 29 76 4 35 21 77 1 29 21 81 5 15 25 76 5 22 12 76 5 25 12 81 3 70 68 76 5 12 27 77 6 36 27 81 6 34 27 81 2 52 36 76 5 27 12 77 1 21 28 76 6 24 26 76 6 53 52 81 6 48 49 76 2 36 31 77 1 28 29 77 1 28 29 81 3 63 31 79 1 29 38 76 3 31 36 76 3 68 36 81 3 7 31 77 1 38 30 76 3 31 36 76 3 36 38 76 3 36 44 79 1 30 29 76 6 49 50 76 3 38 31 77 1 29 22 76 3 31 36 76 3 44 52 81 3 36 52 81 3 52 53 76 3 31 47 77 1 22 13 81 6 61 59 76 3 53 69 81 3 47 53 81 1 13 14 76 3 53 69 81 1 14 13 76 3 69 69 76 1 13 20 76 3 69 67 76 1 20 19 76 3 67 53 76 6 40 42 76 3 53 45 76 6 42 43 76 3 45 44 76 6 43 44 81 6 59 58 76 6 44 45 81 3 44 45 79 1 19 18 76 3 45 53 76"
"Pg2g3- Pa7a6- Nb1c3- Ng8h6- Pe2e4- Pf7f5- Pe4f5x Nh6f5x Pd2d3- Pf5f4- Pg3f4x Pe7e6- Pf2f3- Pd7d5- Ph2h4- Pf4f3x Pg2f3x Bc8f5- Pa2a4- Pc7c6- Pa4a5- Pb7b6- Pa5a6x Bf5d3x Pa6b7- Bf8e7- Qb7b8$ Qd8b8x Nc3d5x Nf5d4- Nd5e7x Be7e7- Ng1f3- Be7h4x Nf3h4x Pc6c5- Pb2b4- Bh4e7- Pb4c5x Pb6c5x Pc2c3- Pe6e5- Pc3c4- Be7b4+ Ke1e2- Bb4d6- Pd6d7- Nd4c6- Pc4c5x Pe5e4- Pd3e4x Ra8c8- Pc5c6x Bd7c6x Nh4c6x Bc6e4$ Bc1d2- Be4c6- Bd2b4- Bc6b5- Bb4e7- Bb5c6- Pf3f4- Bc6e4- Be7h4- Ke8f7- Bf1b5- Pg7g5- Bh4d8- Kf7g6- Bd8b6- Bc6e8- Bb6a7- Nb8c6- Ba7e3- Nc6b4- Be3g5x Nb4c6- Bg5e7- Be8g6-","9","pseudolegal","Pg2g3- Pa7a6- Nb1c3- Ng8h6- Pe2e4- Pf7f5- Pe4f5x Nh6f5x Pd2d3- Pf5f4-","75 6 56 57 76 6 13 12 76 5 15 25 76 5 62 68 76 6 40 42 76 6 53 51 76 6 42 51 81 5 68 51 81 6 32 33 76 6 51 50 76 6 57 50 81 6 45 44 76 6 48 49 76 6 37 35 76 6 64 66 76 6 50 49 81 6 56 49 81 4 30 51 76 6 8 10 76 6 29 28 76 6 10 11 76 6 21 20 76 6 11 12 81 4 51 33 81 6 12 21 76 4 54 45 76 2 21 22 79 2 38 22 81 5 25 35 81 5 51 34 76 5 35 45 81 4 45 45 76 5 55 49 76 4 45 66 81 5 49 66 81 6 28 27 76 6 16 18 76 4 66 45 76 6 18 27 81 6 20 27 81 6 24 25 76 6 44 43 76 6 25 26 76 4 45 18 77 1 39 40 76 4 18 36 76 6 36 37 76 5 34 28 76 6 26 27 81 6 43 42 76 6 33 42 81 3 14 30 76 6 27 28 81 4 37 28 81 5 66 28 81 4 28 42 79 4 23 32 76 4 42 28 76 4 32 18 76 4 28 19 76 4 18 45 76 4 19 28 76 6 49 50 76 4 28 42 76 4 45 66 76 1 46 53 76 4 47 19 76 6 61 59 76 4 66 38 76 1 53 60 76 4 38 20 76 4 28 46 76 4 20 13 76 5 22 28 76 4 13 41 76 5 28 18 76 4 41 59 81 5 18 28 76 4 59 45 76 4 46 60 76"
