"Game String","Moves Until Error","Error Type","First Illegal Move","Predicted Tokens"
"Pe2e4 Pe7e5 Nb1d3 Nb8c6 Pc2c3 Bf8c5 Ng1f3 Pd7d5 Pb2b4 Bc5b6 Pd2d4 Pe5d4 Nf3d4 Ng8f6 Bc1f4 Bb6d4 Pc3d4 Nc6d4 Qd1a4 Bc8d7 Qa4d4 Ke8g8 Qd4d6 Pc7d6 Bf4d6 Bd7a4 Pa2a3 Ba4c2 Ra1c1 Qd8d6 Bf1e2 Qd6a3 Ke1g1 Pb7b5 Be2h5 Qa3b4 Pf2f4 Qb4d4 Kg1h1 Ra8c8 Nb1d2 Qd4d7 Nd2b3 Qd7c6 Nb3d4 Qc6c5 Nd4b3 Qc5a5 Pe4e5 Ph7h6 Pe5f6 Pg7f6 Bh5g4 Qa5c3 Nb3c1 Rc8c1 Rf1c1 Qc3c1 Bg4d7 Pf6f5 Bd7f5 Qc1c8 Bf5c8 Kg8g7 Bc8g4 Pf7f6 Bg4f3 Bc2g6 Bf3d5 Kg7h8 Bd5b3 Pa7a6 Bb3d5 Pa6a5 Bd5a8 Pa5a4 Ba8d5 Pa4a3 Bd5b3 Pa3a2","2","piece logic","Pe2e4 Pe7e5 Nb1d3","75 6 40 42 6 45 43 5 15 33 5 22 28 6 24 25 4 54 27 5 55 49 6 37 35 6 16 18 4 27 20 6 32 34 6 43 34 5 49 34 5 62 52 4 23 50 4 20 34 6 25 34 5 28 34 2 31 10 4 30 37 2 10 34 1 46 62 2 34 36 6 29 36 4 50 36 4 37 10 6 8 9 4 10 24 3 7 23 2 38 36 4 47 40 2 36 9 1 39 55 6 21 19 4 40 67 2 9 18 6 48 50 2 18 34 1 55 63 3 14 30 5 15 32 2 34 37 5 32 17 2 37 28 5 17 34 2 28 27 5 34 17 2 27 11 6 42 43 6 69 68 6 43 52 6 61 52 4 67 58 2 11 25 5 17 23 3 30 23 3 47 23 2 25 23 4 58 37 6 52 51 4 37 51 2 23 30 4 51 30 1 62 61 4 30 58 6 53 52 4 58 49 4 24 60 4 49 35 1 61 70 4 35 17 6 13 12 4 17 35 6 12 11 4 35 14 6 11 10 4 14 35 6 10 9 4 35 17 6 9 8"
"Ph2h4 Pc7c6 Pe2e3 Qd8b6 Pg2g3 Pd7d6 Pd2d4 Qb6b5 Pf2f3 Pg7g6 Pc2c3 Ph7h6 Pe3e4 Pg6g5 Pd4d5 Pg5h4 Pg3h4 Pc6d5 Pe4d5 Pe7e5 Pf3f4 Pe5f4 Pd5d6 Pd6d5 Ph4h5 Rh8h7 Rh1h7 Ng8f6 Rh7h8 Ke8d7 Rh8h7 Kd7d8 Rh7h6 Kd8d7 Bf1b5 Kd7c7 Bb5d3 Kc7c8 Ng1e2 Kc8c7 Rh6h8 Nf6d7 Bd3a6 Kc7b6 Ba6c8 Kb6b7 Bc8d7 Kb7b6 Rh8h7 Kb6c7 Rh7f7 Kc7d7 Rf7f8 Kd7e7 Rf8g8 Ke7f7 Rg8h8 Kf7g6 Ne2f4 Kg6f7 Rh8h7 Kf7g8 Ph5h6 Kg8f8 Ph6h7 Kf8e8 Qh7h8 Ke8f7 Qh8h6 Kf7e8 Qh6h7 Ke8f8 Qh7h8 Kf8f7 Qh8h7 Kf7g8 Qh7h8 Kg8h8 Qh8h5 Kh8g8","22","path obstruction","Ph2h4 Pc7c6 Pe2e3 Qd8b6 Pg2g3 Pd7d6 Pd2d4 Qb6b5 Pf2f3 Pg7g6 Pc2c3 Ph7h6 Pe3e4 Pg6g5 Pd4d5 Pg5h4 Pg3h4 Pc6d5 Pe4d5 Pe7e5 Pf3f4 Pe5f4 Pd5d6","75 6 64 66 6 29 28 6 40 41 2 38 20 6 56 57 6 37 36 6 32 34 2 20 19 6 48 49 6 61 60 6 24 25 6 69 68 6 41 42 6 60 59 6 34 35 6 59 66 6 57 66 6 28 35 6 42 35 6 45 43 6 49 50 6 43 50 6 35 36 6 36 35 6 66 67 3 70 69 3 63 69 5 62 52 3 69 70 1 46 37 3 70 69 1 37 38 3 69 68 1 38 37 4 47 19 1 37 29 4 19 33 1 29 30 5 55 40 1 30 29 3 68 70 5 52 37 4 33 12 1 29 20 4 12 30 1 20 21 4 30 37 1 21 20 3 70 69 1 20 29 3 69 53 1 29 37 3 53 54 1 37 45 3 54 62 1 45 53 3 62 70 1 53 60 5 40 50 1 60 53 3 70 69 1 53 62 6 67 68 1 62 54 6 68 69 1 54 46 2 69 70 1 46 53 2 70 68 1 53 46 2 68 69 1 46 54 2 69 70 1 54 53 2 70 69 1 53 62 2 69 70 1 62 70 2 70 67 1 70 62"
"Pe2e4 Pg7g6 Pd2d4 Ph7h5 Ng1f3 Ph5h4 Pe4e5 Ph4h3 Ph2h3 Pd7d6 Pe5d6 Qd8d6 Bf1c4 Qd6d8 Bc4f7 Kd8d7 Bf7e6 Pe7e6 Qd1d3 Qd8e7 Qd3g6 Qe7g7 Qg6g7 Bf8g7 Rh1f1 Ng8h6 Nf3e5 Pc7c6 Ne5f7 Rh8g8 Nf7g5 Rg8f8 Ng5e6 Bc8e6 Pd4d5 Pc6d5 Nb1c3 Nb8c6 Pd5c6 Pb7c6 Pf2f3 Nh6f7 Pf3f4 Kd7c7 Pf4f5 Bg7c3 Pb2c3 Pa7a6 Rf1f3 Nf7g5 Rf3g3 Ng5e4 Ne6g7 Rf8f7 Bc1d2 Nc6e5 Ke1e2 Ne5c4 Ke2f2 Ra8g8 Kf2f3 Nc4d2 Kf3g4 Rg8g3 Pf5e6 Rf7f6 Pe6e7 Rf6f1 Ra1f1 Rg3e3 Rf1f4 Re3e7 Rf4d4 Re7f7 Rd4d5 Rf7f8 Rd5d8 Kc7c6 Rd8f8 Kc6c5","8","path obstruction","Pe2e4 Pg7g6 Pd2d4 Ph7h5 Ng1f3 Ph5h4 Pe4e5 Ph4h3 Ph2h3","75 6 40 42 6 61 60 6 32 34 6 69 67 5 55 49 6 67 66 6 42 43 6 66 65 6 64 65 6 37 36 6 43 36 2 38 36 4 47 26 2 36 38 4 26 53 1 38 37 4 53 44 6 45 44 2 31 33 2 38 45 2 33 60 2 45 61 2 60 61 4 54 61 3 63 47 5 62 68 5 49 43 6 29 28 5 43 53 3 70 62 5 53 59 3 62 54 5 59 44 4 30 44 6 34 35 6 28 35 5 15 25 5 22 28 6 35 28 6 21 28 6 48 49 5 68 53 6 49 50 1 37 29 6 50 51 4 61 25 6 16 25 6 13 12 3 47 49 5 53 59 3 49 57 5 59 42 5 44 61 3 54 53 4 23 32 5 28 43 1 39 40 5 43 26 1 40 48 3 14 62 1 48 49 5 26 32 1 49 58 3 62 57 6 51 44 3 53 52 6 44 45 3 52 47 3 7 47 3 57 41 3 47 50 3 41 45 3 50 34 3 45 53 3 34 35 3 53 54 3 35 38 1 29 28 3 38 54 1 28 27"
"Pe2e4 Pc7c5 Pc2c3 Pg7g5 Ph2h4 Pg5g4 Ph4h5 Pg4h5 Pd2d3 Pd7d5 Pf2f3 Bc8f5 Nb1d2 Bf5e4 Pf3e4 Bf8h6 Qd1c2 Qd8d6 Pd3d4 Pc5d4 Pc3d4 Nb8c6 Ng1e2 Nc6d4 Ne2d4 Ng8f6 Bf1d3 Bh6d2 Bc1d2 Ke8g8 Ke1c1 Ra8c8 Nd4f5 Qd6f4 Kc1b1 Nf6e4 Qc2e4 Rf8e8 Qe4f4 Re8e3 Rd1e1 Re3d3 Rh1h5 Rd3d2 Rh5d5 Rd2d5 Re1d1 Rd5d1 Bd3d1 Rc8d8 Kb1c2 Rd8d2 Bd1a4 Rd2c2 Nf5e7 Kg8f8 Ne7d5 Kf8e8 Nd5c3 Rc2b2 Kc2d3 Ke8d8 Nc3b5 Kd8e8 Nb5d4 Rb2a2 Nd4b3 Ra2d2 Kd3c4 Rd2g2 Nb3c5 Rg2g3 Kc4b5 Rg3c3 Kb5a5 Rc3c5 Ka5a6 Rc5c4 Ka6b7 Rc4h4","7","piece logic","Pe2e4 Pc7c5 Pc2c3 Pg7g5 Ph2h4 Pg5g4 Ph4h5 Pg4h5","75 6 40 42 6 29 27 6 24 25 6 61 59 6 64 66 6 59 58 6 66 67 6 58 67 6 32 33 6 37 35 6 48 49 4 30 51 5 15 32 4 51 42 6 49 42 4 54 68 2 31 24 2 38 36 6 33 34 6 27 34 6 25 34 5 22 28 5 55 40 5 28 34 5 40 34 5 62 52 4 47 33 4 68 32 4 23 32 1 46 62 1 39 23 3 14 30 5 34 51 2 36 50 1 23 15 5 52 42 2 24 42 3 54 46 2 42 50 3 46 41 3 31 39 3 41 33 3 63 67 3 33 32 3 67 35 3 32 35 3 39 31 3 35 31 4 33 31 3 30 38 1 15 24 3 38 32 4 31 10 3 32 24 5 51 45 1 62 54 5 45 35 1 54 46 5 35 25 3 24 16 1 24 33 1 46 38 5 25 19 1 38 46 5 19 34 3 16 8 5 34 17 3 8 32 1 33 26 3 32 56 5 17 27 3 56 57 1 26 19 3 57 25 1 19 11 3 25 27 1 11 12 3 27 26 1 12 21 3 26 66"
"Pg2g3 Pe7e5 Bf1g2 Ph7h6 Pe2e4 Nb8c6 Pd2d3 Pd7d6 Nb1c3 Pa7a6 Pa2a4 Pa6a5 Pb2b3 Bc8d7 Bc1a3 Bd7e6 Ba3b2 Qd8d7 Nc3b5 Ke8c8 Nb5a7 Kc8b8 Na7c6 Be6c8 Ng1e2 Qd7e8 Ph2h3 Bf8e7 Ke1g1 Be7g5 Kg1h2 Bg5e7 Ph3h4 Be7g5 Ph4g5 Ph6g5 Ne2g1 Pd6d5 Pe4d5 Ng8f6 Pd5c6 Pb7c6 Ng1f3 Rd8f8 Pb3b4 Rf8d8 Qd1d2 Nf6d5 Pd3d4 Rd8d7 Ra1a3 Nd5b6 Pb4a5 Nb6c4 Bb2c3 Nc4a3 Pa5a6 Pe5d4 Bc3d4 Na3b5 Bd4c5 Be7c5 Pa6b7 Nb5c7 Rf1b1 Rd7d2 Rb1h1 Pf7f5 Rh1e1 Bc5b4 Re1b1 Bb4c3 Rb1c1 Bc3b4 Rc1b1 Nc7b5 Rb1h1 Rd2c2 Rh1b1 Rc2d2","23","path obstruction","Pg2g3 Pe7e5 Bf1g2 Ph7h6 Pe2e4 Nb8c6 Pd2d3 Pd7d6 Nb1c3 Pa7a6 Pa2a4 Pa6a5 Pb2b3 Bc8d7 Bc1a3 Bd7e6 Ba3b2 Qd8d7 Nc3b5 Ke8c8 Nb5a7 Kc8b8 Na7c6 Be6c8","75 6 56 57 6 45 43 4 47 56 6 69 68 6 40 42 5 22 28 6 32 33 6 37 36 5 15 25 6 13 12 6 8 10 6 12 11 6 16 17 4 30 37 4 23 9 4 37 44 4 9 16 2 38 37 5 25 19 1 46 30 5 19 13 1 30 22 5 13 28 4 44 30 5 55 40 2 37 46 6 64 65 4 54 45 1 39 55 4 45 59 1 55 64 4 59 45 6 65 66 4 45 59 6 66 59 6 68 59 5 40 55 6 36 35 6 42 35 5 62 52 6 35 28 6 21 28 5 55 49 3 38 54 6 17 18 3 54 38 2 31 32 5 52 35 6 33 34 3 38 37 3 7 9 5 35 20 6 18 11 5 20 26 4 16 25 5 26 9 6 11 12 6 43 34 4 25 34 5 9 19 4 34 27 4 45 27 6 12 21 5 19 29 3 47 15 3 37 32 3 15 63 6 53 51 3 63 39 4 27 18 3 39 15 4 18 25 3 15 23 4 25 18 3 23 15 5 29 19 3 15 63 3 32 24 3 63 15 3 24 32"
"Pe2e3 Ph7h6 Pa2a3 Pd7d6 Ph2h3 Pe7e6 Ke1e2 Ke8e7 Pd2d3 Ke7e8 Kd3d4 Pa7a6 Kd4c4 Pb7b5 Kc4b5 Pa6b5 Kb5c4 Pe6e5 Kc4b5 Pc7c6 Kb5c4 Pc6c5 Kc4d3 Pc5c4 Kd3c4 Pe5e4 Kc4d5 Pe4e3 Kd5c6 Qd8c7 Kc6d5 Pe3f2 Kd5e4 Qf2f1 Ke4d3 Qf1h1 Ng1f3 Qh1g1 Nf3g1 Pd6d5 Kd3e2 Pg7g5 Nb1c3 Pg5g4 Nc3d5 Pg4h3 Pg2h3 Ph3h2 Ke2f1 Pf7f5 Kf1e2 Pf5f4 Ke2d3 Pf4f3 Kd3e4 Pf3f2 Ke4e3 Qh2h1 Nd5c7 Ke8d7 Nc7a8 Pg7g5 Ke3d3 Pg5g4 Pa3a4 Pg4g3 Na8b8 Kd7e8 Nb8a6 Ng8h6 Na6c5 Nh6g4 Pb2b4 Ng4e3 Kd3e3 Ne7d5 Ke3f2 Nd5b4 Kf2g2 Nb4c2","12","pseudolegal","Pe2e3 Ph7h6 Pa2a3 Pd7d6 Ph2h3 Pe7e6 Ke1e2 Ke8e7 Pd2d3 Ke7e8 Kd3d4 Pa7a6 Kd4c4","75 6 40 41 6 69 68 6 8 9 6 37 36 6 64 65 6 45 44 1 39 40 1 46 45 6 32 33 1 45 46 1 33 34 6 13 12 1 34 26 6 21 19 1 26 19 6 12 19 1 19 26 6 44 43 1 26 19 6 29 28 1 19 26 6 28 27 1 26 33 6 27 26 1 33 26 6 43 42 1 26 35 6 42 41 1 35 28 2 38 29 1 28 35 6 41 48 1 35 42 2 48 47 1 42 33 2 47 63 5 55 49 2 63 55 5 49 55 6 36 35 1 33 40 6 61 59 5 15 25 6 59 58 5 25 35 6 58 65 6 56 65 6 65 64 1 40 47 6 53 51 1 47 40 6 51 50 1 40 33 6 50 49 1 33 42 6 49 48 1 42 41 2 64 63 5 35 29 1 46 37 5 29 14 6 61 59 1 41 33 6 59 58 6 9 10 6 58 57 5 14 22 1 37 46 5 22 12 5 62 68 5 12 27 5 68 58 6 16 18 5 58 41 1 33 41 5 45 35 1 41 48 5 35 18 1 48 56 5 18 24"
"Pe2e3 Pc7c5 Ng1f3 Pa7a6 Pb2b3 Pb7b5 Bc1b2 Pe7e6 Bf1e2 Pd7d5 Pg2g4 Pd5d4 Pe3d4 Pc5d4 Nf3d4 Pe6e5 Nd4f3 Pe5e4 Nf3h4 Pg7g6 Nh4g2 Bf8g7 Pc2c3 Ng8f6 Nb1a3 Nb8c6 Qd1c2 Bc8g4 Ke1g1 Ke8g8 Na3c4 Ra8c8 Nc4e3 Pb5b4 Pc3b4 Nc6b4 Qc2b2 Nf6d5 Bb2g7 Kg8g7 Be2c4 Bg4f3 Qb2c3 Kg7g8 Rf1f3 Qd8c7 Ne3d5 Qc7c3 Ra1c1 Qc3b4 Nd5b4 Pa5b4 Bc4a6 Rc8a8 Ba6b5 Ra8a5 Bb5d7 Rf8d8 Pa2a3 Pb4a3 Rc1a1 Pa3a2 Rf3c3 Ra5a3 Rc3c8 Kg8g7 Rc8c7 Kg7f8 Ra1a2 Pf7f5 Rc7c3 Kf8f7 Rc3c4 Kf7e6 Rc4f4 Ke6d5 Rf4h4 Ph7h5 Rh4h5 Pg6h5","36","path obstruction","Pe2e3 Pc7c5 Ng1f3 Pa7a6 Pb2b3 Pb7b5 Bc1b2 Pe7e6 Bf1e2 Pd7d5 Pg2g4 Pd5d4 Pe3d4 Pc5d4 Nf3d4 Pe6e5 Nd4f3 Pe5e4 Nf3h4 Pg7g6 Nh4g2 Bf8g7 Pc2c3 Ng8f6 Nb1a3 Nb8c6 Qd1c2 Bc8g4 Ke1g1 Ke8g8 Na3c4 Ra8c8 Nc4e3 Pb5b4 Pc3b4 Nc6b4 Qc2b2","75 6 40 41 6 29 27 5 55 49 6 13 12 6 16 17 6 21 19 4 23 16 6 45 44 4 47 40 6 37 35 6 56 58 6 35 34 6 41 34 6 27 34 5 49 34 6 44 43 5 34 49 6 43 42 5 49 66 6 61 60 5 66 56 4 54 61 6 24 25 5 62 52 5 15 9 5 22 28 2 31 24 4 30 58 1 39 55 1 46 62 5 9 26 3 14 30 5 26 41 6 19 18 6 25 18 5 28 18 2 24 16 5 52 35 4 16 61 1 62 61 4 40 26 4 58 49 2 16 25 1 61 62 3 47 49 2 38 29 5 41 35 2 29 25 3 7 23 2 25 18 5 35 18 6 11 18 4 26 12 3 30 14 4 12 19 3 14 11 4 19 37 3 54 38 6 8 9 6 18 9 3 23 7 6 9 8 3 49 25 3 11 9 3 25 30 1 62 61 3 30 29 1 61 54 3 7 8 6 53 51 3 29 25 1 54 53 3 25 26 1 53 44 3 26 50 1 44 35 3 50 66 6 69 67 3 66 67 6 60 67"
"Pc2c3 Pb7b5 Pe2e4 Pa7a6 Pd2d4 Bc8b7 Qd1f3 Ng8f6 Bc1g5 Pd7d6 Bg5f6 Pe7f6 Bf1b5 Pc7c6 Bb5a4 Bf8e7 Pd4d5 Pc6d5 Ba4b5 Ke8g8 Bb5d7 Nb8d7 Pe4d5 Nd7e5 Qf3e4 Ne5g6 Ng1f3 Qd8d7 Qe4c2 Qd7f5 Qc2d3 Qf5g4 Ke1g1 Be7d8 Nb1d2 Qg4g6 Ph2h3 Qg6h6 Nd2e4 Qh6g6 Bf6h4 Ph7h6 Kg1h1 Rf8e8 Ne4d6 Bd8d6 Nf3h4 Qh6h4 Nh4f3 Qh4g5 Nf3g5 Ph6g5 Rf1e1 Re8e1 Ra1e1 Ra8e8 Qd3d6 Re8e1 Kh1e1 Pf7f5 Qd6f8 Kg8h7 Pg2g4 Pf5f4 Qf8e8 Kh7h6 Qe8g6 Kh6g6 Pd5d6 Bb7c8 Pd6d7 Bc8d7 Ke1e2 Bd7f5 Ke2d3 Bf5d7 Pf2f3 Bd7b5 Kd3e4 Bb5c4","17","pseudolegal","Pc2c3 Pb7b5 Pe2e4 Pa7a6 Pd2d4 Bc8b7 Qd1f3 Ng8f6 Bc1g5 Pd7d6 Bg5f6 Pe7f6 Bf1b5 Pc7c6 Bb5a4 Bf8e7 Pd4d5 Pc6d5","75 6 24 25 6 21 19 6 40 42 6 13 12 6 32 34 4 30 21 2 31 49 5 62 52 4 23 59 6 37 36 4 59 52 6 45 52 4 47 19 6 29 28 4 19 10 4 54 45 6 34 35 6 28 35 4 10 19 1 46 62 4 19 37 5 22 37 6 42 35 5 37 43 2 49 42 5 43 60 5 55 49 2 38 37 2 42 24 2 37 51 2 24 33 2 51 58 1 39 55 4 45 38 5 15 32 2 58 60 6 64 65 2 60 68 5 32 42 2 68 60 4 52 66 6 69 68 1 55 63 3 54 46 5 42 36 4 38 36 5 49 66 2 68 66 5 66 49 2 66 59 5 49 59 6 68 59 3 47 39 3 46 39 3 7 39 3 14 46 2 33 36 3 46 39 1 63 39 6 53 51 2 36 54 1 62 69 6 56 58 6 51 50 2 54 46 1 69 68 2 46 60 1 68 60 6 35 36 4 21 30 6 36 37 4 30 37 1 39 40 4 37 51 1 40 33 4 51 37 6 48 49 4 37 19 1 33 42 4 19 26"
"Ph2h4 Pg7g6 Pc2c3 Bf8g7 Pd2d3 Pd7d5 Nb1d2 Ng8h6 Ng1f3 Nb8c6 Pd3d4 Pe7e6 Pe2e4 Pd5e4 Nd2e4 Pe6e5 Pd4d5 Nc6e7 Bc1h6 Bg7h6 Nf3g5 Bh6g7 Ne4g3 Bc8d7 Pc3c4 Bd7a4 Pb2b3 Ba4d7 Qd1c1 Bd7e8 Ng3f5 Ra8b8 Pd5d6 Qd8d6 Nf5g7 Ke8d7 Ng7f5 Kd7e8 Ng5f7 Ke8f7 Qc1c7 Qd6c7 Nf5e7 Kf7f8 Ne7g8 Kf8g8 Bf1c4 Ph7h6 Rh1f1 Nc6d4 Ke1d1 Nd4b3 Ra1b1 Be8f7 Rb1b3 Pb7b6 Pf2f3 Pb6b5 Bc4f7 Kg8f7 Pg2g4 Kf7g8 Rf1f2 Pb5b4 Rf2g2 Kg8f7 Rg2f2 Bf7e6 Rf2f1 Kf7g7 Pg4g5 Ph6g5 Rf1g1 Kg7f7 Rg1g5 Kf7g8 Rg5e5 Be6c8 Re5d5 Bc8b7","29","path obstruction","Ph2h4 Pg7g6 Pc2c3 Bf8g7 Pd2d3 Pd7d5 Nb1d2 Ng8h6 Ng1f3 Nb8c6 Pd3d4 Pe7e6 Pe2e4 Pd5e4 Nd2e4 Pe6e5 Pd4d5 Nc6e7 Bc1h6 Bg7h6 Nf3g5 Bh6g7 Ne4g3 Bc8d7 Pc3c4 Bd7a4 Pb2b3 Ba4d7 Qd1c1 Bd7e8","75 6 64 66 6 61 60 6 24 25 4 54 61 6 32 33 6 37 35 5 15 32 5 62 68 5 55 49 5 22 28 6 33 34 6 45 44 6 40 42 6 35 42 5 32 42 6 44 43 6 34 35 5 28 45 4 23 68 4 61 68 5 49 59 4 68 61 5 42 57 4 30 37 6 25 26 4 37 10 6 16 17 4 10 37 2 31 23 4 37 46 5 57 51 3 14 22 6 35 36 2 38 36 5 51 61 1 46 37 5 61 51 1 37 46 5 59 53 1 46 53 2 23 29 2 36 29 5 51 45 1 53 54 5 45 62 1 54 62 4 47 26 6 69 68 3 63 47 5 28 34 1 39 31 5 34 17 3 7 15 4 46 53 3 15 17 6 21 20 6 48 49 6 20 19 4 26 53 1 62 53 6 56 58 1 53 62 3 47 48 6 19 18 3 48 56 1 62 53 3 56 48 4 53 44 3 48 47 1 53 61 6 58 59 6 68 59 3 47 55 1 61 53 3 55 59 1 53 62 3 59 43 4 44 30 3 43 35 4 30 21"
"Pd2d4 Pd7d5 Ng1h3 Pe7e6 Nh3g5 Nb8c6 Ng5h3 Bf8d6 Pf2f4 Ng8f6 Nh3g5 Pe6e5 Pf4e5 Nc6e5 Pd4e5 Bd6e5 Nb1a3 Pc7c6 Ph2h4 Nf6e4 Na3c4 Be5f4 Nc4e5 Ke8g8 Ne5f3 Pe6e5 Pc2c3 Bc8g4 Ph4h5 Bg4f3 Pg2f3 Qd8g5 Pd2d3 Ne4g5 Ph5h6 Pg7h6 Bc1g5 Rf8e8 Bg5h6 Re8e6 Rh1h5 Re6h6 Rh5d5 Ra8d8 Rd5c5 Pb7b6 Pd3d4 Pb6c5 Pd4c5 Pe5e4 Pb2b4 Pe4f3 Rc5e5 Rd8d1 Re5e1 Pf3f2 Re1d1 Rh6h2 Ke1f1 Rh2h1 Kf1g2 Rh1d1 Ra1d1 Rd8d1 Bg4d1 Pa7a5 Bd1a4 Kg8f8 Ba4c6 Pa5b4 Bc6e8 Kf8e8 Pc5c6 Ke8d8 Kg2h3 Kd8c7 Kh3g3 Kc7c6 Kg3f3 Kc6d5","25","pseudolegal","Pd2d4 Pd7d5 Ng1h3 Pe7e6 Nh3g5 Nb8c6 Ng5h3 Bf8d6 Pf2f4 Ng8f6 Nh3g5 Pe6e5 Pf4e5 Nc6e5 Pd4e5 Bd6e5 Nb1a3 Pc7c6 Ph2h4 Nf6e4 Na3c4 Be5f4 Nc4e5 Ke8g8 Ne5f3 Pe6e5","75 6 32 34 6 37 35 5 55 65 6 45 44 5 65 59 5 22 28 5 59 65 4 54 36 6 48 50 5 62 52 5 65 59 6 44 43 6 50 43 5 28 43 6 34 43 4 36 43 5 15 9 6 29 28 6 64 66 5 52 42 5 9 26 4 43 50 5 26 43 1 46 62 5 43 49 6 44 43 6 24 25 4 30 58 6 66 67 4 58 49 6 56 49 2 38 59 6 32 33 5 42 59 6 67 68 6 61 68 4 23 59 3 54 46 4 59 68 3 46 44 3 63 67 3 44 68 3 67 35 3 14 38 3 35 27 6 21 20 6 33 34 6 20 27 6 34 27 6 43 42 6 16 18 6 42 49 3 27 43 3 38 31 3 43 39 6 49 48 3 39 31 3 68 64 1 39 47 3 64 63 1 47 56 3 63 31 3 7 31 3 38 31 4 58 31 6 13 11 4 31 10 1 62 54 4 10 28 6 11 18 4 28 46 1 54 46 6 27 28 1 46 38 1 56 65 1 38 29 1 65 57 1 29 28 1 57 49 1 28 35"
"Pe2e4 Pg7g5 Pg2g4 Ph7h6 Pf2f4 Pg5f4 Ng1f3 Pc7c6 Ke1f2 Pd7d6 Kf2e3 Pe7e5 Ke3d3 Bf8g7 Kd3c2 Pf7f6 Pd2d3 Qd8e7 Pb2b3 Qe7h7 Kc2b2 Bc8e6 Bc1b2 Qh7f7 Nb1d2 Ke8c8 Ph2h3 Pf6f5 Pg4f5 Be6f5 Pe4f5 Ng8f6 Bf1g2 Kc8c7 Pa2a4 Rh8f8 Kb2c1 Nf6h5 Pb3b4 Nb8d7 Pb4b5 Nd7f6 Pb5c6 Pb7c6 Pa4a5 Rd8f8 Bb2a3 Rf8f3 Rh1f1 Rf3f1 Qd1f1 Kc7d8 Pa5a6 Nf6d7 Qf1c4 Bg7f6 Pc6c7 Kd8c7 Ba3b4 Nd7e5 Kc1b2 Ne5c6 Pf5e6 Nh5f4 Kb2a2 Nf4g2 Qc4f1 Qf7e6 Qf1g2 Qe6h3 Qg2h3 Nc6d4 Qh3h5 Kc7b8 Bb4d2 Pf4f3 Bd2e3 Nd4f5 Qh5f5 Pf3e2","10","pseudolegal","Pe2e4 Pg7g5 Pg2g4 Ph7h6 Pf2f4 Pg5f4 Ng1f3 Pc7c6 Ke1f2 Pd7d6 Kf2e3","75 6 40 42 6 61 59 6 56 58 6 69 68 6 48 50 6 59 50 5 55 49 6 29 28 1 39 48 6 37 36 1 48 41 6 45 43 1 41 33 4 54 61 1 33 24 6 53 52 6 32 33 2 38 45 6 16 17 2 45 69 1 24 16 4 30 44 4 23 16 2 69 53 5 15 32 1 46 30 6 64 65 6 52 51 6 58 51 4 44 51 6 42 51 5 62 52 4 47 56 1 30 29 6 8 10 3 70 54 1 16 23 5 52 67 6 17 18 5 22 37 6 18 19 5 37 52 6 19 28 6 21 28 6 10 11 3 38 54 4 16 9 3 54 49 3 63 47 3 49 47 2 31 47 1 29 38 6 11 12 5 52 37 2 47 26 4 61 52 6 28 29 1 38 29 4 9 18 5 37 43 1 23 16 5 43 28 6 51 44 5 67 50 1 16 8 5 50 56 2 26 47 2 53 44 2 47 56 2 44 65 2 56 65 5 28 34 2 65 67 1 29 22 4 18 32 6 50 49 4 32 41 5 34 51 2 67 51 6 49 40"
